0 0 260.54
0 1 261.289
0 2 262.84
0 3 262.004
0 4 256.001
0 5 254.659
0 6 260.963
1 0 268.851
1 1 266.478
1 2 262.376
1 3 270.333
1 4 266.37
1 5 264.531
1 6 265.626
2 0 265.992
2 1 261.012
2 2 263.108
2 3 264.008
2 4 263.446
2 5 265.966
2 6 267.48
3 0 261.297
3 1 259.804
3 2 258.805
3 3 259.3
3 4 259.637
3 5 259.113
3 6 262.432
