0 0 459.761
0 1 465.326
0 2 435.048
0 3 323.223
0 4 566.635
0 5 445.927
0 6 569.288
1 0 440.146
1 1 465.218
1 2 414.538
1 3 459.913
1 4 623.862
1 5 676.698
1 6 505.499
2 0 344.69
2 1 398.623
2 2 398.508
2 3 478.339
2 4 465.34
2 5 603.583
2 6 585.903
3 0 462.352
3 1 488.873
3 2 463.608
3 3 417.142
3 4 610.428
3 5 621.577
3 6 592.126
