0 0 0.00714221 -1.12207
0 1 0.00719226 -1.10665
0 2 0.00720269 -1.09746
0 3 0.00719738 -1.14286
0 4 0.00718123 -1.085
0 5 0.00725341 -0.970919
0 6 0.00723369 -1.28084
0 7 0.00718516 -1.11076
0 8 0.00721581 -1.25395
0 9 0.00720121 -1.11286
0 10 0.00720297 -1.08758
0 11 0.00729007 -1.04561
0 12 0.0071826 -1.14683
0 13 0.00718053 -1.03375
0 14 0.00720379 -1.17308
0 15 0.00762477 -1.1888
0 16 0.00763405 -1.27978
0 17 0.00723865 -0.965836
0 18 0.00720461 -1.21175
0 19 0.00716736 -1.11123
0 20 0.00718446 -1.0973
0 21 0.00717019 -1.05072
0 22 0.0072073 -1.21618
0 23 0.00715411 -0.958649
0 24 0.00720032 -1.09022
0 25 0.00716682 -0.978368
0 26 0.0071726 -1.16577
0 27 0 0
0 28 0.00714015 -1.18932
0 29 0.00715665 -1.0635
0 30 0.00715614 -1.21407
0 31 0.00718797 -1.15663
1 0 0.0070827 -1.04691
1 1 0.00722116 -1.08332
1 2 0.00709574 -1.09842
1 3 0.00724859 -1.07299
1 4 0.00709238 -1.01219
1 5 0.00723091 -1.10564
1 6 0.00708877 -1.0905
1 7 0.00723212 -1.081
1 8 0.00714827 -1.14673
1 9 0.00725672 -1.04405
1 10 0.00710134 -1.12799
1 11 0.00721552 -1.06064
1 12 0.00711105 -1.10471
1 13 0.00724135 -1.03037
1 14 0.0071253 -1.12459
1 15 0.00728474 -1.09927
1 16 0.00711735 -1.09549
1 17 0.00725008 -1.10619
1 18 0.00710927 -1.15083
1 19 0.00717 -1.15334
1 20 0.0071962 -1.13365
1 21 0.00716362 -1.09958
1 22 0.00709884 -1.08004
1 23 0.00716129 -1.11657
1 24 0.00710408 -1.16433
1 25 0.0071266 -1.08838
1 26 0.00709818 -1.0771
1 27 0.00710514 -1.10052
1 28 0.00709509 -1.12615
1 29 0.00714753 -0.945729
1 30 0.00709501 -1.05504
1 31 0.00711809 -1.11655
2 0 0.00705263 -0.904146
2 1 0.00701762 -0.883695
2 2 0.00705038 -1.08957
2 3 0.00697533 -0.917182
2 4 0.00704161 -1.08968
2 5 0.00700572 -1.07705
2 6 0.0070519 -1.04131
2 7 0.00703612 -0.988994
2 8 0.00704071 -1.10235
2 9 0.00700702 -0.893272
2 10 0.00701652 -1.1078
2 11 0.00697861 -0.946966
2 12 0.00702459 -1.05536
2 13 0.00702779 -1.03985
2 14 0.00705696 -1.08272
2 15 0.0070835 -1.0027
2 16 0.00709499 -1.11797
2 17 0.00708436 -0.928421
2 18 0.00709904 -1.08469
2 19 0.0069893 -0.935547
2 20 0 0
2 21 0 0
2 22 0.0070185 -1.01371
2 23 0.00702971 -0.976603
2 24 0.00700772 -1.08904
2 25 0.0070251 -1.05978
2 26 0.00702204 -1.06634
2 27 0.00702703 -1.01951
2 28 0.00700352 -1.12921
2 29 0.00700209 -1.0542
2 30 0.0069736 -1.03333
2 31 0.00702634 -1.1462
3 0 0.00705625 -1.02903
3 1 0.00698116 -1.01609
3 2 0.00711648 -1.11774
3 3 0.00694321 -1.02205
3 4 0.00708959 -1.12818
3 5 0.006961 -1.01942
3 6 0.00709693 -1.1184
3 7 0.0070203 -0.945607
3 8 0.00712263 -1.06623
3 9 0.0069627 -1.00124
3 10 0.00711054 -1.16325
3 11 0.00695849 -0.91167
3 12 0.00709665 -1.10899
3 13 0.00697128 -0.996947
3 14 0.00711747 -1.13751
3 15 0.00701405 -0.921839
3 16 0.0071369 -1.22066
3 17 0.00699874 -0.975502
3 18 0.0071094 -1.23419
3 19 0.00696106 -0.897895
3 20 0.0070744 -1.21677
3 21 0.00695595 -0.9434
3 22 0.00708774 -1.17662
3 23 0.00692809 -0.853484
3 24 0.00710324 -1.13738
3 25 0.00692625 -0.988956
3 26 0.00709135 -1.17409
3 27 0.00693497 -0.899986
3 28 0.00711815 -1.18856
3 29 0.00693179 -0.889865
3 30 0.00710953 -1.1684
3 31 0.00696647 -1.0362
