0 0 184.028
0 1 184.688
0 2 187.01
0 3 186.209
0 4 178.398
0 5 177.326
0 6 184.6
1 0 192.149
1 1 188.945
1 2 184.713
1 3 193.639
1 4 188.049
1 5 184.246
1 6 186.109
2 0 189.458
2 1 183.446
2 2 185.268
2 3 187.354
2 4 183.427
2 5 184.199
2 6 188.85
3 0 184.751
3 1 183.822
3 2 182.926
3 3 183.317
3 4 183.678
3 5 181.607
3 6 184.268
