2
1
15
121.816 69.5308
128 107.457
344.425 316.049
718.531 695.309
1123.56 1106.17
1717.18 1643.46
2211.86 2130.17
2530.32 2446.22
2589.06 2237.63
1908.87 1580.25
1380.17 1099.85
842.203 606.815
452.638 265.481
239.304 69.5308
121.816 69.5308
2
18
712.348 467.753
1089.55 783.802
1642.98 1251.56
2218.05 1814.12
2969.35 2528.4
3259.98 2825.48
4070.03 2825.48
4070.03 2585.28
3284.71 2553.68
2446.84 1769.88
1800.66 1169.38
1089.55 606.815
718.531 335.012
304.232 56.8889
239.304 75.8518
384.618 176.988
665.971 423.506
712.348 467.753
