2
1
15
155.826 44.2469
177.469 101.136
588.676 429.827
1154.47 884.938
1624.43 1270.52
2026.36 1599.21
2419.01 1921.58
2715.83 2168.1
2743.65 1972.15
1921.24 1308.44
1265.78 783.802
783.459 429.827
440.271 176.988
242.396 50.5679
155.826 44.2469
2
17
795.826 385.58
1370.9 777.481
2091.29 1327.41
2653.99 1750.91
3349.64 2313.48
3884.52 2781.23
3890.71 2585.28
3179.59 1965.83
2536.5 1447.51
1775.92 884.938
1052.44 404.543
613.411 158.025
406.261 37.9259
316.599 44.2469
418.628 145.383
724.715 341.333
795.826 385.58
