2
1
15
158.918 50.5679
174.377 107.457
539.208 442.469
1015.34 859.654
1485.29 1232.59
2150.03 1820.44
2786.94 2383.01
2842.59 2155.46
2020.17 1498.07
1528.58 1068.25
1117.37 720.593
681.43 398.222
492.831 252.839
242.396 44.2469
158.918 50.5679
2
17
622.686 316.049
1485.29 954.469
2153.12 1466.47
2734.38 1965.83
3337.28 2439.9
3643.36 2686.42
3686.65 2560
2972.44 1959.51
2385 1479.11
1689.35 916.543
1296.7 657.383
938.048 410.864
359.884 50.5679
282.589 56.8889
378.435 145.383
579.401 278.123
622.686 316.049
